"X","Deal.Type","Primary.Asset.Type","Investors.Buyers.Firms.","Bought.From.Sellers.Firms.","Asset.Cities","Assets.Types","Assets","Buyer.Type","Seller.Type","Deal.Size.Usd.Mn.","No.Of.Assets","Total.Size.Sq.Ft.","distance.x","Year_Month","Town","distance","Fed_Rate","Labor_Force","Employment","Unemployment","Unemployment_Rate","HomeValue","Date_Year","Estimate.Own.children.under.6.years","Estimate.Own.children.6.to.17.years","Estimate.Car..truck..or.van....drove.alone","Estimate.Car..truck..or.van....carpooled","Estimate.Public.transportation..excluding.taxicab.","Estimate.Walked","Estimate.Worked.at.home","Estimate.Mean.travel.time.to.work..minutes.","Estimate.Management..business..science..and.arts.occupations","Estimate.Service.occupations","Estimate.Sales.and.office.occupations","Estimate.Natural.resources..construction..and.maintenance.occupations","Estimate.Production..transportation..and.material.moving.occupations","Estimate.Agriculture..forestry..fishing.and.hunting..and.mining","Estimate.Construction","Estimate.Manufacturing","Estimate.Wholesale.trade","Estimate.Retail.trade","Estimate.Transportation.and.warehousing..and.utilities","Estimate.Information","Estimate.Finance.and.insurance..and.real.estate.and.rental.and.leasing","Estimate.Professional..scientific..and.management..and.administrative.and.waste.management.services","Estimate.Educational.services..and.health.care.and.social.assistance","Estimate.Arts..entertainment..and.recreation..and.accommodation.and.food.services","Estimate.Other.services..except.public.administration","Estimate.Public.administration","Estimate.Private.wage.and.salary.workers","Estimate.Government.workers","Estimate.Self.employed.in.own.not.incorporated.business.workers","Estimate.Unpaid.family.workers","Estimate.Median.household.income..dollars.","Estimate.With.earnings","Estimate.With.Social.Security","Estimate.With.retirement.income","Estimate.With.Supplemental.Security.Income","Estimate.With.cash.public.assistance.income","Estimate.With.Food.Stamp.SNAP.benefits.in.the.past.12.months","Estimate.With.health.insurance.coverage","Estimate.With.health.insurance.coverage..With.private.health.insurance","Estimate.With.health.insurance.coverage..With.public.coverage","Estimate.No.health.insurance.coverage","Opportunity_Zone","Year","Address","longitude","latitude","long_center","lat_center","sanity_check","full_address","lat.census.town","lon.census.town"
2074,"Single Asset","Mixed Use","Rexford Industrial","Unidentified Seller/s","Los Angeles","Distribution Warehouse, Industrial, Flex, Office","Yorba Linda Business Park","Fund Manager","Other",12.7,NA,115760,NA,"2013-11","Los Angeles",135.91666741343,0.08,6508893,5955898,552995,8.5,514097.543918318,2013,"289039","528264","1208917","177631","194310","65090","97778",29.9,"656383","390415","433279","150399","220680",8409,113546,163939,52600,198244,78737,109975,111314,253607,359760,228189,134299,38537,1462936,164310,220988,2922,48466,1088579,273590,123927,93134,57176,128757,2922899,1880956,1252683,934500,1,2013,"Yorba Linda Business Park, Los Angeles, California",-118.242643,34.0549076,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
2075,"Single Asset","Mixed Use","CalPERS - California Public Employees' Retirement System, Commonwealth Partners","California State Teachers' Retirement System (CalSTRS), Thomas Properties Group","Los Angeles","Office, Shopping Center, Retail, Mixed Use","City National Plaza","Investor, Fund Manager","Investor",858,NA,2496000,NA,"2013-11","Los Angeles",1371.90407339394,0.08,6508893,5955898,552995,8.5,514097.543918318,2013,"289039","528264","1208917","177631","194310","65090","97778",29.9,"656383","390415","433279","150399","220680",8409,113546,163939,52600,198244,78737,109975,111314,253607,359760,228189,134299,38537,1462936,164310,220988,2922,48466,1088579,273590,123927,93134,57176,128757,2922899,1880956,1252683,934500,1,2013,"City National Plaza, Los Angeles, California",-118.2572534,34.0508972,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
2020,"Single Asset","Hotel","Unidentified Buyer/s","Long Wharf Capital, Blue Vista Capital Management, Harp Group, Inc","Los Angeles","Hotel, Full Service","Sheraton Gateway Los Angeles Hotel","Other","Fund Manager, Fund Manager",96,NA,660040,NA,"2013-12","Los Angeles",18137.5136115087,0.09,6505324,5963697,541627,8.3,525760.136392097,2013,"289039","528264","1208917","177631","194310","65090","97778",29.9,"656383","390415","433279","150399","220680",8409,113546,163939,52600,198244,78737,109975,111314,253607,359760,228189,134299,38537,1462936,164310,220988,2922,48466,1088579,273590,123927,93134,57176,128757,2922899,1880956,1252683,934500,1,2013,"Sheraton Gateway Los Angeles Hotel, Los Angeles, California",-118.3907235,33.9464489,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
2022,"Single Asset","Industrial","Cabot Properties","Penwood Real Estate Investment Management, Voit Real Estate Services","Los Angeles","Industrial","3025 East Dominguez Street","Fund Manager","Fund Manager",96,NA,129112,NA,"2013-12","Los Angeles",23964.3409266326,0.09,6505324,5963697,541627,8.3,525760.136392097,2013,"289039","528264","1208917","177631","194310","65090","97778",29.9,"656383","390415","433279","150399","220680",8409,113546,163939,52600,198244,78737,109975,111314,253607,359760,228189,134299,38537,1462936,164310,220988,2922,48466,1088579,273590,123927,93134,57176,128757,2922899,1880956,1252683,934500,1,2013,"3025 East Dominguez Street, Los Angeles, California",-118.208727,33.8402755,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
2023,"Single Asset","Residential","CGI Strategies","Unidentified Seller/s","Los Angeles","Residential, Multi-Family","886 Hilgard Avenue","Fund Manager","Other",21.5,NA,NA,NA,"2013-12","Los Angeles",18304.247240901,0.09,6505324,5963697,541627,8.3,525760.136392097,2013,"289039","528264","1208917","177631","194310","65090","97778",29.9,"656383","390415","433279","150399","220680",8409,113546,163939,52600,198244,78737,109975,111314,253607,359760,228189,134299,38537,1462936,164310,220988,2922,48466,1088579,273590,123927,93134,57176,128757,2922899,1880956,1252683,934500,1,2013,"886 Hilgard Avenue, Los Angeles, California",-118.440823,34.0643735,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
2026,"Single Asset","Office","Bentall Kennedy","Unidentified Seller/s","Los Angeles","Office","956 Street","Fund Manager","Other",21.5,NA,241000,NA,"2013-12","Los Angeles",135.91666741343,0.09,6505324,5963697,541627,8.3,525760.136392097,2013,"289039","528264","1208917","177631","194310","65090","97778",29.9,"656383","390415","433279","150399","220680",8409,113546,163939,52600,198244,78737,109975,111314,253607,359760,228189,134299,38537,1462936,164310,220988,2922,48466,1088579,273590,123927,93134,57176,128757,2922899,1880956,1252683,934500,1,2013,"956 Street, Los Angeles, California",-118.242643,34.0549076,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
2035,"Single Asset","Land","Shopoff Realty Investments","Unidentified Seller/s","Los Angeles","Land, Development Site","333 North Prairie Avenue","Fund Manager","Other",21.5,NA,749232,NA,"2013-12","Los Angeles",13482.315792055,0.09,6505324,5963697,541627,8.3,525760.136392097,2013,"289039","528264","1208917","177631","194310","65090","97778",29.9,"656383","390415","433279","150399","220680",8409,113546,163939,52600,198244,78737,109975,111314,253607,359760,228189,134299,38537,1462936,164310,220988,2922,48466,1088579,273590,123927,93134,57176,128757,2922899,1880956,1252683,934500,1,2013,"333 North Prairie Avenue, Los Angeles, California",-118.3442387,33.9665516,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
2037,"Single Asset","Industrial","Rexford Industrial","TA Realty","Los Angeles","Distribution Warehouse, Industrial","Bonita Thompson Industrial Park","Fund Manager","Fund Manager",27.2,NA,365859,NA,"2013-12","Los Angeles",135.91666741343,0.09,6505324,5963697,541627,8.3,525760.136392097,2013,"289039","528264","1208917","177631","194310","65090","97778",29.9,"656383","390415","433279","150399","220680",8409,113546,163939,52600,198244,78737,109975,111314,253607,359760,228189,134299,38537,1462936,164310,220988,2922,48466,1088579,273590,123927,93134,57176,128757,2922899,1880956,1252683,934500,1,2013,"Bonita Thompson Industrial Park, Los Angeles, California",-118.242643,34.0549076,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
2040,"Single Asset","Industrial","Drake Real Estate Partners","Unidentified Seller/s","Los Angeles","Industrial, Manufacturing","5115 Azusa Canyon Road","Fund Manager","Other",27.2,NA,72000,NA,"2013-12","Los Angeles",28125.6846513182,0.09,6505324,5963697,541627,8.3,525760.136392097,2013,"289039","528264","1208917","177631","194310","65090","97778",29.9,"656383","390415","433279","150399","220680",8409,113546,163939,52600,198244,78737,109975,111314,253607,359760,228189,134299,38537,1462936,164310,220988,2922,48466,1088579,273590,123927,93134,57176,128757,2922899,1880956,1252683,934500,1,2013,"5115 Azusa Canyon Road, Los Angeles, California",-117.9442133,34.1055444,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
2042,"Single Asset","Retail","Trion Properties","Invesco","Los Angeles","Retail, Shopping Center","Valencia Town Center","Fund Manager","Fund Manager",6.9,NA,26186,NA,"2013-12","Los Angeles",49766.936858612,0.09,6505324,5963697,541627,8.3,525760.136392097,2013,"289039","528264","1208917","177631","194310","65090","97778",29.9,"656383","390415","433279","150399","220680",8409,113546,163939,52600,198244,78737,109975,111314,253607,359760,228189,134299,38537,1462936,164310,220988,2922,48466,1088579,273590,123927,93134,57176,128757,2922899,1880956,1252683,934500,1,2013,"Valencia Town Center, Los Angeles, California",-118.5578316,34.4170357,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
2043,"Single Asset","Office","Hines","Blackstone Group","Los Angeles","Office","Howard Hughes Center","Fund Manager","Fund Manager",506,NA,1313208,NA,"2013-12","Los Angeles",16137.3589620852,0.09,6505324,5963697,541627,8.3,525760.136392097,2013,"289039","528264","1208917","177631","194310","65090","97778",29.9,"656383","390415","433279","150399","220680",8409,113546,163939,52600,198244,78737,109975,111314,253607,359760,228189,134299,38537,1462936,164310,220988,2922,48466,1088579,273590,123927,93134,57176,128757,2922899,1880956,1252683,934500,1,2013,"Howard Hughes Center, Los Angeles, California",-118.3919372,33.9780174,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
1974,"Single Asset","Industrial","CalPERS - California Public Employees' Retirement System, Bentall Kennedy","Cigna, Western Realco","Los Angeles","Industrial, Distribution Warehouse","Randolph Business Center","Investor, Fund Manager","Investor, Fund Manager",53.8,NA,400169,NA,"2014-01","Los Angeles",34917.130395197,0.07,6506195,5975023,531172,8.2,536126.045387698,2014,"286518","528163","1274181","166249","198488","63501","107369",30.2,"698722","394502","442225","154206","227759",10130,120726,167879,54941,198121,75748,109684,122694,263209,368833,250163,134285,41001,1531269,172477,210247,3421,50544,1112686,289013,127460,94670,55024,136912,3213899,2035408,1413095,687531,1,2014,"Randolph Business Center, Los Angeles, California",-118.5551332,34.2313121,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
1981,"Single Asset","Office","Worthe Real Estate Group","Praedium Group, Barker Pacific Group","Los Angeles","Office","Third & Crescent Heights","Fund Manager","Fund Manager, Fund Manager",9.6,NA,34833,NA,"2014-01","Los Angeles",11534.4881425738,0.07,6506195,5975023,531172,8.2,536126.045387698,2014,"286518","528163","1274181","166249","198488","63501","107369",30.2,"698722","394502","442225","154206","227759",10130,120726,167879,54941,198121,75748,109684,122694,263209,368833,250163,134285,41001,1531269,172477,210247,3421,50544,1112686,289013,127460,94670,55024,136912,3213899,2035408,1413095,687531,1,2014,"Third & Crescent Heights, Los Angeles, California",-118.365849,34.0721156,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
1982,"Single Asset","Mixed Use","Kennedy Wilson","Unidentified Seller/s","Los Angeles","Retail, Restaurant, Shopping Center, Strip Center, Multi-Family","Victory Plaza","Fund Manager","Other",30,NA,132995,NA,"2014-01","Los Angeles",21908.5820468504,0.07,6506195,5975023,531172,8.2,536126.045387698,2014,"286518","528163","1274181","166249","198488","63501","107369",30.2,"698722","394502","442225","154206","227759",10130,120726,167879,54941,198121,75748,109684,122694,263209,368833,250163,134285,41001,1531269,172477,210247,3421,50544,1112686,289013,127460,94670,55024,136912,3213899,2035408,1413095,687531,1,2014,"Victory Plaza, Los Angeles, California",-118.4171065,34.1874912,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
1985,"Single Asset","Land","State Farm, Transwestern Investment Group, Quarterra Multifamily","Unidentified Seller/s","Los Angeles","Residential, Multi-Family, Retail, Development Site, Land","The Highland Residences","Investor, Fund Manager, Fund Manager","Other",7.38,NA,NA,NA,"2014-01","Los Angeles",10074.7333771659,0.07,6506195,5975023,531172,8.2,536126.045387698,2014,"286518","528163","1274181","166249","198488","63501","107369",30.2,"698722","394502","442225","154206","227759",10130,120726,167879,54941,198121,75748,109684,122694,263209,368833,250163,134285,41001,1531269,172477,210247,3421,50544,1112686,289013,127460,94670,55024,136912,3213899,2035408,1413095,687531,1,2014,"The Highland Residences, Los Angeles, California",-118.3388549,34.0967733,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
1988,"Single Asset","Residential","Equity Residential","Barings, Unidentified Seller/s","Los Angeles","Residential, Multi-Family","Pacific Place Apartments","Fund Manager","Fund Manager, Other",143,NA,NA,NA,"2014-01","Los Angeles",18416.7035142125,0.07,6506195,5975023,531172,8.2,536126.045387698,2014,"286518","528163","1274181","166249","198488","63501","107369",30.2,"698722","394502","442225","154206","227759",10130,120726,167879,54941,198121,75748,109684,122694,263209,368833,250163,134285,41001,1531269,172477,210247,3421,50544,1112686,289013,127460,94670,55024,136912,3213899,2035408,1413095,687531,1,2014,"Pacific Place Apartments, Los Angeles, California",-118.3708247,33.926818,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
1989,"Single Asset","Office","CIM Group","Brickman","Los Angeles","Office, Residential","811 South Grand Avenue","Fund Manager","Fund Manager",52.5,NA,207057,NA,"2014-01","Los Angeles",1773.59541454824,0.07,6506195,5975023,531172,8.2,536126.045387698,2014,"286518","528163","1274181","166249","198488","63501","107369",30.2,"698722","394502","442225","154206","227759",10130,120726,167879,54941,198121,75748,109684,122694,263209,368833,250163,134285,41001,1531269,172477,210247,3421,50544,1112686,289013,127460,94670,55024,136912,3213899,2035408,1413095,687531,1,2014,"811 South Grand Avenue, Los Angeles, California",-118.2590738,34.0452486,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
1990,"Single Asset","Industrial","Rexford Industrial","JP Morgan Asset Management","Los Angeles","Industrial, Manufacturing","1700 Saturn Way","Fund Manager","Fund Manager",21.1,NA,184000,NA,"2014-01","Los Angeles",11549.1018900016,0.07,6506195,5975023,531172,8.2,536126.045387698,2014,"286518","528163","1274181","166249","198488","63501","107369",30.2,"698722","394502","442225","154206","227759",10130,120726,167879,54941,198121,75748,109684,122694,263209,368833,250163,134285,41001,1531269,172477,210247,3421,50544,1112686,289013,127460,94670,55024,136912,3213899,2035408,1413095,687531,1,2014,"1700 Saturn Way, Los Angeles, California",-118.3678982,34.0498446,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
1958,"Single Asset","Office","CIM Group","CWCapital","Los Angeles","Office","Two California Plaza","Fund Manager","Fund Manager",295.7,NA,1329000,NA,"2014-02","Los Angeles",858.985427653175,0.07,6510305,5988835,521470,8,541296.605158289,2014,"286518","528163","1274181","166249","198488","63501","107369",30.2,"698722","394502","442225","154206","227759",10130,120726,167879,54941,198121,75748,109684,122694,263209,368833,250163,134285,41001,1531269,172477,210247,3421,50544,1112686,289013,127460,94670,55024,136912,3213899,2035408,1413095,687531,1,2014,"Two California Plaza, Los Angeles, California",-118.2517181,34.0515624,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
1959,"Single Asset","Retail","CenterCal Properties","Unidentified Seller/s","Los Angeles","Retail, Shopping Center, Power Center","Cerritos Best Plaza","Fund Manager","Other",61.8,NA,357220,NA,"2014-02","Los Angeles",25020.8522749179,0.07,6510305,5988835,521470,8,541296.605158289,2014,"286518","528163","1274181","166249","198488","63501","107369",30.2,"698722","394502","442225","154206","227759",10130,120726,167879,54941,198121,75748,109684,122694,263209,368833,250163,134285,41001,1531269,172477,210247,3421,50544,1112686,289013,127460,94670,55024,136912,3213899,2035408,1413095,687531,1,2014,"Cerritos Best Plaza, Los Angeles, California",-118.0931507,33.8662869,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
1960,"Single Asset","Residential","Bascom Group","Unidentified Seller/s","Los Angeles","Multi-Family, Residential","Huntington Villas Apartments","Fund Manager","Other",19,NA,NA,NA,"2014-02","Los Angeles",8247.11349665926,0.07,6510305,5988835,521470,8,541296.605158289,2014,"286518","528163","1274181","166249","198488","63501","107369",30.2,"698722","394502","442225","154206","227759",10130,120726,167879,54941,198121,75748,109684,122694,263209,368833,250163,134285,41001,1531269,172477,210247,3421,50544,1112686,289013,127460,94670,55024,136912,3213899,2035408,1413095,687531,1,2014,"Huntington Villas Apartments, Los Angeles, California",-118.1649063,34.0901482,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
1962,"Single Asset","Land","Greenland Holding Group","California State Teachers' Retirement System (CalSTRS), IDS Real Estate","Los Angeles","Land, Development Site","Metropolis","Other","Investor, Fund Manager",150,NA,NA,NA,"2014-02","Los Angeles",2026.5976196591,0.07,6510305,5988835,521470,8,541296.605158289,2014,"286518","528163","1274181","166249","198488","63501","107369",30.2,"698722","394502","442225","154206","227759",10130,120726,167879,54941,198121,75748,109684,122694,263209,368833,250163,134285,41001,1531269,172477,210247,3421,50544,1112686,289013,127460,94670,55024,136912,3213899,2035408,1413095,687531,1,2014,"Metropolis, Los Angeles, California",-118.2637328,34.0482457,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
1914,"Single Asset","Office","IRA Capital","Unidentified Seller/s","Los Angeles","Office, Medical Office","Thatcher Medical Building","Fund Manager","Other",21.63,NA,73564,NA,"2014-03","Los Angeles",3260.81025592357,0.08,6517059,6003431,513628,7.9,543112.949474814,2014,"286518","528163","1274181","166249","198488","63501","107369",30.2,"698722","394502","442225","154206","227759",10130,120726,167879,54941,198121,75748,109684,122694,263209,368833,250163,134285,41001,1531269,172477,210247,3421,50544,1112686,289013,127460,94670,55024,136912,3213899,2035408,1413095,687531,1,2014,"Thatcher Medical Building, Los Angeles, California",-118.2607189,34.0789271,-118.242766,34.0536909,"Pass","Los Angeles, California",34.0536909,-118.242766
